City,Place,Ratings,Distance,Place_desc,Latitude,Longitude,Keywords,Tags,Category
Leh Ladakh,  Nubra Valley ,3.6, 71 km  from city center ," Nubra Valley lies in the union territory of Jammu & Kashmir, at a distance of around 140 Km from Leh. With arid mountains in the backdrop, it is famous for the Bactrian camel rides, orchards and monasteries. Surrounded by snow-dusted Himalayan mountains, it can be reached via Khardung La. ",34.3649879,77.7862165,"['nubra', 'valley', 'nubra', 'valley', 'lies', 'union', 'territory', 'jammu', 'kashmir', 'distance', 'around', '140', 'km', 'leh', 'arid', 'mountains', 'backdrop', 'famous', 'bactrian', 'camel', 'rides', 'orchards', 'monasteries', 'surrounded', 'himalayan', 'mountains', 'reached', 'via', 'khardung', 'la']","['nubra', 'valley', 'mountains']",nature
Leh Ladakh,  Sangam ,4.4, 23 km  from city center ," Sangam is the confluence of Indus and Zanskar Rivers in Ladakh. The two rivers can be separately seen meeting at this point. While the Indus River appears as shiny blue, Zanskar River appears muddy green.  ",14.595055,79.74934441502594,"['sangam', 'sangam', 'confluence', 'indus', 'zanskar', 'rivers', 'ladakh', 'two', 'rivers', 'separately', 'seen', 'meeting', 'point', 'indus', 'river', 'appears', 'shiny', 'blue', 'zanskar', 'river', 'appears', 'muddy', 'green']","['sangam', 'indus', 'zanskar', 'rivers', 'river', 'appears']",nature
Leh Ladakh,  Shanti Stupa ,4.3, 2 km  from city center ," The Shanti Stupa is a white-domed Buddhist monument. It is a religious place for Buddhists as it holds the relics of Buddha, consecrated by the 14th Dalai Lama. It looks exceptionally beautiful during the full moon night. ",28.2010206,83.94474138408981,"['shanti', 'stupa', 'shanti', 'stupa', 'buddhist', 'monument', 'religious', 'place', 'buddhists', 'holds', 'relics', 'buddha', 'consecrated', '14th', 'dalai', 'lama', 'looks', 'exceptionally', 'beautiful', 'full', 'moon', 'night']","['shanti', 'stupa']",Other
Leh Ladakh,  Magnetic Hill ,4.3, 21 km  from city center , The popular Magnetic Hill of Ladakh is a cyclops hill where vehicles seem to move upwards on the hill instead of rolling downwards. It is located 30km from Leh towards Kargil. ,19.7959051,-155.335383,"['magnetic', 'hill', 'popular', 'magnetic', 'hill', 'ladakh', 'cyclops', 'hill', 'vehicles', 'seem', 'move', 'upwards', 'hill', 'instead', 'rolling', 'downwards', 'located', '30km', 'leh', 'towards', 'kargil']","['magnetic', 'hill']",nature
Leh Ladakh,  Hall Of Fame Museum ,3.3, 4 km  from city center ," Located at approximately 4 km from the main city, this glorified museum was built in memory of the brave soldiers who lost their lives fighting for India at the Indo-Pakistan war. ",50.8250166,4.280069006395744,"['hall', 'fame', 'museum', 'located', 'approximately', '4', 'km', 'main', 'city', 'glorified', 'museum', 'built', 'memory', 'brave', 'soldiers', 'lost', 'lives', 'fighting', 'india', 'war']",['museum'],Other
Leh Ladakh,  Stok Palace ,3.6, 9 km  from city center ," Located around 15km from Leh, the Stok Palace is the summer home to the royal family of Ladakh and descendants of King Sengge Namgyal. It was established in 1820 by King Tsepal Namgyal and was opened to the public in 1980 by the Dalai Lama. The Stok Palace has been converted into a heritage hotel and houses the Stok Palace Museum and Temple. ",34.073026549999994,77.54865145,"['stok', 'palace', 'located', 'around', '15km', 'leh', 'stok', 'palace', 'summer', 'home', 'royal', 'family', 'ladakh', 'descendants', 'king', 'sengge', 'namgyal', 'established', '1820', 'king', 'tsepal', 'namgyal', 'opened', 'public', '1980', 'dalai', 'lama', 'stok', 'palace', 'converted', 'heritage', 'hotel', 'houses', 'stok', 'palace', 'museum', 'temple']","['stok', 'palace', 'king', 'namgyal']",family & parenting
Leh Ladakh,  White water rafting ,4.2, 23 km  from city center ," Rafting expedition is done on Zanskar River, called the Grand Canyon of India, with high cliff like gorges at certain places. The Zanskar Rafting expedition is one of The best river trips in The world. ",40.983791,-75.785327,"['white', 'water', 'rafting', 'rafting', 'expedition', 'done', 'zanskar', 'river', 'called', 'grand', 'canyon', 'india', 'high', 'cliff', 'like', 'gorges', 'certain', 'places', 'zanskar', 'rafting', 'expedition', 'one', 'best', 'river', 'trips', 'world']","['rafting', 'expedition', 'zanskar', 'river']",nature
Leh Ladakh,  Kargil ,3.3, 140 km  from city center ," Kargil lies near the Line of Control facing Pakistan-administered Kashmir's Baltistan to the west, and Kashmir valley to the south. Zanskar is part of Kargil district along with Suru, Wakha and Dras valleys. Kargil was at the center of a conflict between India and Pakistan in 1999. ",34.5594418,76.1255982,"['kargil', 'kargil', 'lies', 'near', 'line', 'control', 'facing', 'kashmir', 'baltistan', 'west', 'kashmir', 'valley', 'south', 'zanskar', 'part', 'kargil', 'district', 'along', 'suru', 'wakha', 'dras', 'valleys', 'kargil', 'center', 'conflict', 'india', 'pakistan', '1999']","['kargil', 'kashmir']",nature
Leh Ladakh,  Alchi ,3.5, 38 km  from city center ," Located in the Alchi Village of Ladakh, Alchi Monastery is a complex of Buddist temples of which Alchi Monastery is the oldest and most famous. Cemented on a flat ground unlike other monasteries in Ladakh, the traditional architecture of the monastery is a monastic complex which has 3 separate temples, known as Dukhang, Sumstek and the Temple of Manjushri. ",34.2236334,77.1740631,"['alchi', 'located', 'alchi', 'village', 'ladakh', 'alchi', 'monastery', 'complex', 'buddist', 'temples', 'alchi', 'monastery', 'oldest', 'famous', 'cemented', 'flat', 'ground', 'unlike', 'monasteries', 'ladakh', 'traditional', 'architecture', 'monastery', 'monastic', 'complex', '3', 'separate', 'temples', 'known', 'dukhang', 'sumstek', 'temple', 'manjushri']","['alchi', 'ladakh', 'monastery', 'complex', 'temples']",art & culture
Leh Ladakh,  Spituk Monastery ,4.2, 6 km  from city center ," Spituk Monastery also called Spituk Gompa, is a Buddhist monastery located about 8 kms from Leh. One of the most dazzling monasteries in India, it houses 100 monks and a giant statue of Kali. It is famous for its collection of Buddhist objects of antique arms, icon, ancient masks and numerous Thangka paintings. ",34.1259755,77.5263097,"['spituk', 'monastery', 'spituk', 'monastery', 'also', 'called', 'spituk', 'gompa', 'buddhist', 'monastery', 'located', '8', 'kms', 'leh', 'one', 'dazzling', 'monasteries', 'india', 'houses', '100', 'monks', 'giant', 'statue', 'kali', 'famous', 'collection', 'buddhist', 'objects', 'antique', 'arms', 'icon', 'ancient', 'masks', 'numerous', 'thangka', 'paintings']","['spituk', 'monastery', 'buddhist']",Other
Leh Ladakh,  Leh Palace ,4.3, 2 km  from city center , The Leh Palace is a 17th-century former royal palace that is converted into a museum. The highlight is the sweeping view of Leh and the surrounding Zanskar mountain from the rooftop. ,34.16606324999999,77.58654118934999,"['leh', 'palace', 'leh', 'palace', 'former', 'royal', 'palace', 'converted', 'museum', 'highlight', 'sweeping', 'view', 'leh', 'surrounding', 'zanskar', 'mountain', 'rooftop']","['leh', 'palace']",nature
Leh Ladakh,"  Phuktal Monastery, Zanskar ",4.2, 105 km  from city center ," The Phugtal (Phuktal) Monastery is a Buddhist monastery situated in the south-east part of Zanskar region in Ladakh. Situated at the mouth of natural cave on a cliff, it is one of the most isolated monasteries in the region, built around 2500 years ago. The Phugtal Monastery looks like a honeycomb from a distance. It is popular amongst trekking enthusiasts. ",33.2684576,77.1798161,"['phuktal', 'monastery', 'zanskar', 'phugtal', 'phuktal', 'monastery', 'buddhist', 'monastery', 'situated', 'part', 'zanskar', 'region', 'ladakh', 'situated', 'mouth', 'natural', 'cave', 'cliff', 'one', 'isolated', 'monasteries', 'region', 'built', 'around', '2500', 'years', 'ago', 'phugtal', 'monastery', 'looks', 'like', 'honeycomb', 'distance', 'popular', 'amongst', 'trekking', 'enthusiasts']","['phuktal', 'monastery', 'zanskar', 'phugtal', 'situated', 'region']",adventure
Leh Ladakh,  Ladakh Trekking ,3.6, 622 km  from city center ," Know for its majestic and moon like terrains, Leh is attracted by many natural lovers and adventurous tourist. Some popular trekking routes include Spiti to Ladakh, Markha Valley trekking, Ladakh Zanskar trekking and the Nubra Valley trekking. ",34.1649351,77.5844406,"['ladakh', 'trekking', 'know', 'majestic', 'moon', 'like', 'terrains', 'leh', 'attracted', 'many', 'natural', 'lovers', 'adventurous', 'tourist', 'popular', 'trekking', 'routes', 'include', 'spiti', 'ladakh', 'markha', 'valley', 'trekking', 'ladakh', 'zanskar', 'trekking', 'nubra', 'valley', 'trekking']","['ladakh', 'trekking', 'valley']",nature
Leh Ladakh,  Sankar Gompa ,3.2, 2 km  from city center ," Sankar Gompa is a beautiful Buddhist monastery located 6 km from Leh. A subsidiary of Spituk Monastery, it serves as the residence of the Abbot of Spituk, the senior incarnate lama of Ladakh, making it an important religious site. The main attraction is the statue of Avalokitesvara with 1000 arms and heads. ",34.165787,77.58794784417864,"['sankar', 'gompa', 'sankar', 'gompa', 'beautiful', 'buddhist', 'monastery', 'located', '6', 'km', 'leh', 'subsidiary', 'spituk', 'monastery', 'serves', 'residence', 'abbot', 'spituk', 'senior', 'incarnate', 'lama', 'ladakh', 'making', 'important', 'religious', 'site', 'main', 'attraction', 'statue', 'avalokitesvara', '1000', 'arms', 'heads']","['sankar', 'gompa', 'monastery', 'spituk']",Other
Leh Ladakh,  City Shopping ,3.6," 2,037 km  from city center "," For all those who like to fill their bags with souvenirs and local produce, the markets in Ladakh offers beautiful Tibetan jewellery, motifs, decorated carpets and woolen clothes.  ",45.6892807,13.1338241,"['city', 'shopping', 'like', 'fill', 'bags', 'souvenirs', 'local', 'produce', 'markets', 'ladakh', 'offers', 'beautiful', 'tibetan', 'jewellery', 'motifs', 'decorated', 'carpets', 'woolen', 'clothes']",[],Other
Leh Ladakh,  Dah Hanu ,3.5, 102 km  from city center , The villages of Dah and Hanu are amongst the only few villages that are home to the Drogpa tribe. These villages are a must visit for those who are interested in cultural diversity. The Drogpa tribes are known for their distinct ornaments and head gears. ,16.964217,44.266837,"['dah', 'hanu', 'villages', 'dah', 'hanu', 'amongst', 'villages', 'home', 'drogpa', 'tribe', 'villages', 'must', 'visit', 'interested', 'cultural', 'diversity', 'drogpa', 'tribes', 'known', 'distinct', 'ornaments', 'head', 'gears']","['dah', 'hanu', 'villages', 'drogpa']",Other
Leh Ladakh,  Nyoma ,3.5, 145 km  from city center , Nyoma is a quaint village located 150 km from Leh on the banks of the Indus River. The main attraction of this unexplored village is a Buddhist monastery and the long walks in the peaceful lanes. Nyoma is best visited as a stopover when travelling to Chumathang from Leh. An inner line permit is required to visit Nyoma and its monastery. ,33.2054809,78.6496578,"['nyoma', 'nyoma', 'quaint', 'village', 'located', '150', 'km', 'leh', 'banks', 'indus', 'river', 'main', 'attraction', 'unexplored', 'village', 'buddhist', 'monastery', 'long', 'walks', 'peaceful', 'lanes', 'nyoma', 'best', 'visited', 'stopover', 'travelling', 'chumathang', 'leh', 'inner', 'line', 'permit', 'required', 'visit', 'nyoma', 'monastery']","['nyoma', 'village', 'leh', 'monastery']",nature
Leh Ladakh,  Mountain Biking ,3.3, 24 km  from city center ," Often termed the paradise of mountain bikers, Leh has thousands of tourists coming in every year to experience the thrill of driving on its steep slopes and adrenaline gushing paths. ",33.70767945,-116.65147724599142,"['mountain', 'biking', 'often', 'termed', 'paradise', 'mountain', 'bikers', 'leh', 'thousands', 'tourists', 'coming', 'every', 'year', 'experience', 'thrill', 'driving', 'steep', 'slopes', 'adrenaline', 'gushing', 'paths']",['mountain'],nature
Leh Ladakh,"  MoonLand, Lamayuru ",3.2, 76 km  from city center ," A peculiar landscape near Lamayuru on Leh-Kargil Road is the MoonLand. It is called so fondly, because the landscapes here are said to be like that of the moon. ",34.2836681,76.7678589,"['moonland', 'lamayuru', 'peculiar', 'landscape', 'near', 'lamayuru', 'road', 'moonland', 'called', 'fondly', 'landscapes', 'said', 'like', 'moon']","['moonland', 'lamayuru']",Other
Coorg,  Abbey Falls ,4.6, 4 km  from city center ," Abbey Falls, also known as Abbi Falls, is located around 10 kilometres away from the town of Madikeri and is one of the most popular tourist attractions in and around Coorg. The water cascade coming down from the cliff from a height of 70 feet provides a spectacular scene to behold. ",29.5578444,-98.6256171,"['abbey', 'falls', 'abbey', 'falls', 'also', 'known', 'abbi', 'falls', 'located', 'around', '10', 'kilometres', 'away', 'town', 'madikeri', 'one', 'popular', 'tourist', 'attractions', 'around', 'coorg', 'water', 'cascade', 'coming', 'cliff', 'height', '70', 'feet', 'provides', 'spectacular', 'scene', 'behold']","['abbey', 'falls', 'around']",nature
Coorg,  Golden Temple (Namdroling Monastery) ,4.5, 0 km  from city center ," Namdroling Monastery, situated at a distance of 34 km from the Coorg, is the largest teaching centre of the school of Tibetan Buddhism known as Nyingmapa. Popularly known as the 'Golden Temple', the Namdroling Monastery holds some excellent examples of Tibetan architecture and artwork, as seen with the elaborately decorated temple tower and ornate outer walls, intricately adorned with beautiful murals.  ",12.4312498,75.96700250975303,"['golden', 'temple', 'namdroling', 'monastery', 'namdroling', 'monastery', 'situated', 'distance', '34', 'km', 'coorg', 'largest', 'teaching', 'centre', 'school', 'tibetan', 'buddhism', 'known', 'nyingmapa', 'popularly', 'known', 'temple', 'namdroling', 'monastery', 'holds', 'excellent', 'examples', 'tibetan', 'architecture', 'artwork', 'seen', 'elaborately', 'decorated', 'temple', 'tower', 'ornate', 'outer', 'walls', 'intricately', 'adorned', 'beautiful', 'murals']","['temple', 'namdroling', 'monastery', 'tibetan', 'known']",art & culture
Coorg,  Talacauvery ,4.3, 30 km  from city center ," Talakaveri is the source of the river Kaveri, located on the Brahmagiri hill near Bhagamandala.  Kodavas erected a tank which is now considered as its origin. It is believed that the river originates as a spring feeding a tank or a Kundike and then flows underground to re-emerge as Kaveri some distance away. The place has a temple dedicated to the Goddess Kaveriamma is located next to the tank and bathing in it on special occasions is considered holy.  ",12.9670097,77.68077933096873,"['talacauvery', 'talakaveri', 'source', 'river', 'kaveri', 'located', 'brahmagiri', 'hill', 'near', 'bhagamandala', 'kodavas', 'erected', 'tank', 'considered', 'origin', 'believed', 'river', 'originates', 'spring', 'feeding', 'tank', 'kundike', 'flows', 'underground', 'kaveri', 'distance', 'away', 'place', 'temple', 'dedicated', 'goddess', 'kaveriamma', 'located', 'next', 'tank', 'bathing', 'special', 'occasions', 'considered', 'holy']","['river', 'kaveri', 'located', 'tank', 'considered']",nature
Coorg,  Dubare Elephant Camp ,3.0, 19 km  from city center ," Once a training site for elephants of the famous Dasara procession in Mysore, the Dubare Elephant camp offers a unique adventure to visitors by allowing them the experience of living in coexistence with the trained elephants on-site.  ",12.3710485,75.9051815,"['dubare', 'elephant', 'camp', 'training', 'site', 'elephants', 'famous', 'dasara', 'procession', 'mysore', 'dubare', 'elephant', 'camp', 'offers', 'unique', 'adventure', 'visitors', 'allowing', 'experience', 'living', 'coexistence', 'trained', 'elephants']","['dubare', 'elephant', 'camp', 'elephants']",travel
Coorg,  Omkareshwara Temple ,3.3, 1 km  from city center ," Depicting both Islamic and Gothic architecture, Omkareshwara temple was built in 1820 by Lingarajendra as a dedication to Lord Shiva. ",12.420546,75.741304,"['omkareshwara', 'temple', 'depicting', 'islamic', 'gothic', 'architecture', 'omkareshwara', 'temple', 'built', '1820', 'lingarajendra', 'dedication', 'lord', 'shiva']","['omkareshwara', 'temple']",art & culture
Coorg,  Gaddige Raja's Tomb ,3.3, 1 km  from city center ," Built in the Indo-Saracenic style of architecture, this beautiful structure of Gaddige Raja's tomb is the mortal remains of the Kodavad Royalty. These tombs date back to 1820. ",12.4329808,75.7401021,"['gaddige', 'raja', 'tomb', 'built', 'style', 'architecture', 'beautiful', 'structure', 'gaddige', 'raja', 'tomb', 'mortal', 'remains', 'kodavad', 'royalty', 'tombs', 'date', 'back', '1820']","['gaddige', 'raja', 'tomb']",art & culture
Coorg,  Trekking ,3.3, 61 km  from city center ," You could go for a professionally arranged trek or if you just want to wander in the greens on your own, that too would be an equally enjoyable experience. ",-25.8094338,-66.3701682,"['trekking', 'could', 'go', 'professionally', 'arranged', 'trek', 'want', 'wander', 'greens', 'would', 'equally', 'enjoyable', 'experience']",[],adventure
Coorg,  Bhagamandala ,3.8, 22 km  from city center ," Bhagamandala is a pilgrimage site situated in the scenic foothills of Talacauvery, at a distance of only 39 kms from Madikeri. A bath in the holy waters of the Bhagamandala is not only sacred but also a very spiritually uplifting and cleansing experience. ",12.3857285,75.5290234,"['bhagamandala', 'bhagamandala', 'pilgrimage', 'site', 'situated', 'scenic', 'foothills', 'talacauvery', 'distance', '39', 'kms', 'madikeri', 'bath', 'holy', 'waters', 'bhagamandala', 'sacred', 'also', 'spiritually', 'uplifting', 'cleansing', 'experience']",['bhagamandala'],Other
Coorg,  Shopping in Coorg ,3.0, 0 km  from city center ," Coorg is well known for its traditional Kodagu jewels and the made-in-Coorg honey. You can also buy Coorg coffee, straight from the coffee plantations. ",11.98878095,75.67677344290533,"['shopping', 'coorg', 'coorg', 'well', 'known', 'traditional', 'kodagu', 'jewels', 'honey', 'also', 'buy', 'coorg', 'coffee', 'straight', 'coffee', 'plantations']","['coorg', 'coffee']",Other
Coorg,  Mallalli Falls ,3.9, 29 km  from city center , Mallalli Falls is a stunning milky white waterfall that lies in the northern region of the Kodagu district in Karnataka. The best way to reach the location of the Mallalli Falls is by trekking. It's a pleasant route and has wide concrete steps that lead to the waterfall. The Government has taken efforts to make the waterfalls easily accessible and convenient for visitors.  The falls originate from River Kumaradhara and takes a deep plunge of over 1000 metres in two tiers.  It's a pleasant route and has wide concrete steps that lead to the waterfall.  ,12.6812226,75.7236637,"['mallalli', 'falls', 'mallalli', 'falls', 'stunning', 'milky', 'white', 'waterfall', 'lies', 'northern', 'region', 'kodagu', 'district', 'karnataka', 'best', 'way', 'reach', 'location', 'mallalli', 'falls', 'trekking', 'pleasant', 'route', 'wide', 'concrete', 'steps', 'lead', 'waterfall', 'government', 'taken', 'efforts', 'make', 'waterfalls', 'easily', 'accessible', 'convenient', 'visitors', 'falls', 'originate', 'river', 'kumaradhara', 'takes', 'deep', 'plunge', '1000', 'metres', 'two', 'tiers', 'pleasant', 'route', 'wide', 'concrete', 'steps', 'lead', 'waterfall']","['mallalli', 'falls', 'waterfall', 'pleasant', 'route', 'wide', 'concrete', 'steps', 'lead']",nature
Coorg,  Kutta ,3.4, 61 km  from city center ," Kutta is a small town in Karnataka that connects the several tourist attractions surrounding it. Replete with misty mountains, undulating rivers and cascading waterfalls, Kutta is mainly known for serving as a gateway to the Nagarhole National Park with a few options of a home stay, especially for tourists coming from the Kerala side.
 ",11.9696155,76.0491296,"['kutta', 'kutta', 'small', 'town', 'karnataka', 'connects', 'several', 'tourist', 'attractions', 'surrounding', 'replete', 'misty', 'mountains', 'undulating', 'rivers', 'cascading', 'waterfalls', 'kutta', 'mainly', 'known', 'serving', 'gateway', 'nagarhole', 'national', 'park', 'options', 'home', 'stay', 'especially', 'tourists', 'coming', 'kerala', 'side']",['kutta'],Other
Coorg,  Rameshwara temple ,3.3, 221 km  from city center ," Located on the banks of the Lakshman Tirtha River, Rameshwara temple is dedicated to Lord Shiva. It is famous for having the power to cleanse the sins of those devotees who visit here. ",12.9584747,77.57005413299855,"['rameshwara', 'temple', 'located', 'banks', 'lakshman', 'tirtha', 'river', 'rameshwara', 'temple', 'dedicated', 'lord', 'shiva', 'famous', 'power', 'cleanse', 'sins', 'devotees', 'visit']","['rameshwara', 'temple']",nature
Coorg,  Bird Watching ,3.3, 64 km  from city center ," Coffee and spice plantations and lush greens are home to a variety of exotic flora and fauna. The vegetation is ideal for native, rare, endangered - all sorts of birds. ",36.7748886,14.596389,"['bird', 'watching', 'coffee', 'spice', 'plantations', 'lush', 'greens', 'home', 'variety', 'exotic', 'flora', 'fauna', 'vegetation', 'ideal', 'native', 'rare', 'endangered', 'sorts', 'birds']",[],Other
Andaman,  Cellular Jail ,4.5, 12 km  from city center ," The Cellular Jail, also known as 'Kala Pani' is an old colonial prison situated in Port Blair, the capital of Andaman and Nicobar islands. Constructed by the Britishers during their colonial rule in India, the jail was used particularly to exile Indian political prisoners. It was used to house many notable freedom fighters such as Batukeshwar Dutt, Yogendra Shukla and Vinayak Damodar Savarkar.  ",11.67444565,92.74778558292748,"['cellular', 'jail', 'cellular', 'jail', 'also', 'known', 'old', 'colonial', 'prison', 'situated', 'port', 'blair', 'capital', 'andaman', 'nicobar', 'islands', 'constructed', 'britishers', 'colonial', 'rule', 'india', 'jail', 'used', 'particularly', 'exile', 'indian', 'political', 'prisoners', 'used', 'house', 'many', 'notable', 'freedom', 'fighters', 'batukeshwar', 'dutt', 'yogendra', 'shukla', 'vinayak', 'damodar', 'savarkar']","['cellular', 'jail', 'colonial', 'used']",Other
